crime_type,Category,day_Sun,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,community_area_1,community_area_2,community_area_3,community_area_4,community_area_5,community_area_6,community_area_7,community_area_8,community_area_9,community_area_10,community_area_11,community_area_12,community_area_13,community_area_14,community_area_15,community_area_16,community_area_17,community_area_18,community_area_19,community_area_20,community_area_21,community_area_22,community_area_23,community_area_24,community_area_25,community_area_26,community_area_27,community_area_28,community_area_29,community_area_30,community_area_31,community_area_32,community_area_33,community_area_34,community_area_35,community_area_36,community_area_37,community_area_38,community_area_39,community_area_40,community_area_41,community_area_42,community_area_43,community_area_44,community_area_45,community_area_46,community_area_47,community_area_48,community_area_49,community_area_50,community_area_51,community_area_52,community_area_53,community_area_54,community_area_55,community_area_56,community_area_57,community_area_58,community_area_59,community_area_60,community_area_61,community_area_62,community_area_63,community_area_64,community_area_65,community_area_66,community_area_67,community_area_68,community_area_69,community_area_70,community_area_71,community_area_72,community_area_73,community_area_74,community_area_75,community_area_76,community_area_77
NARCOTICS: POSS: CANNABIS 30GMS OR LESS,P2,0.126084737,0.145737621,0.156457376,0.146503318,0.15237366,0.148545176,0.124298111,0.035732517,0.019908116,0.01020929,0.003573252,0.001276161,0.001276161,0.002041858,0.00561511,0.0158244,0.026799387,0.052833078,0.067891782,0.06100051,0.059213885,0.05079122,0.04287902,0.037519142,0.044665646,0.079887698,0.09596733,0.081163859,0.079377233,0.071720265,0.052833078,0.009698826,0.008933129,0.011740684,0.005104645,0.003573252,0.005359877,0.003318019,0.004338948,0.000255232,0.003062787,0.001531394,0.000255232,0.003062787,0.004849413,0.011740684,0.005870342,0.005104645,0.000510465,0.013782542,0.005870342,0.002552323,0.0079122,0.049770291,0.010464523,0.137825421,0.059724349,0.044665646,0.012251149,0.069167943,0.017355794,0.010719755,0.009954058,0.001786626,0.00229709,0.006891271,0.001020929,0.004338948,0.009188361,0.001531394,0.011485452,0.000255232,0.013272078,0.029862175,0.019652884,0.007146503,0.020673813,0.00229709,0.004083716,0.02705462,0.002807555,0.005359877,0.006636039,0.011230219,0.003828484,0.001276161,0.002552323,0.003573252,0.017611026,0.006380807,0.004594181,0.022205207,0.001786626,0.01352731,0.002807555,0.004849413,0.01914242,0.035987749,0.038540071,0.027309852,0.003828484,0.02935171,0.001531394,0.016334865,0.000765697,0.006380807,0.001020929,0.00561511
NARCOTICS: POSS: CANNABIS MORE THAN 30GMS,P2,0.097560976,0.12804878,0.143292683,0.167682927,0.167682927,0.164634146,0.131097561,0.036585366,0.015243902,0.009146341,0.00304878,0.00304878,0,0.006097561,0.006097561,0.027439024,0.024390244,0.057926829,0.073170732,0.051829268,0.057926829,0.051829268,0.051829268,0.033536585,0.039634146,0.06097561,0.103658537,0.088414634,0.076219512,0.073170732,0.048780488,0.018292683,0.018292683,0.006097561,0.006097561,0.00304878,0,0.006097561,0.006097561,0,0.006097561,0,0.00304878,0.00304878,0,0.006097561,0.012195122,0.009146341,0,0.030487805,0.006097561,0.006097561,0.018292683,0.030487805,0.009146341,0.079268293,0.015243902,0.030487805,0.024390244,0.070121951,0.012195122,0.00304878,0.006097561,0,0,0.009146341,0.00304878,0,0.012195122,0.00304878,0.012195122,0,0.024390244,0.015243902,0.018292683,0.012195122,0.027439024,0,0.00304878,0.021341463,0,0.012195122,0,0.018292683,0.009146341,0,0.00304878,0.00304878,0.015243902,0.009146341,0.006097561,0.021341463,0,0.009146341,0,0.009146341,0.012195122,0.076219512,0.045731707,0.033536585,0.00304878,0.054878049,0.00304878,0.021341463,0.00304878,0.015243902,0.00304878,0.006097561
NARCOTICS: POSS: COCAINE,P2,0.205882353,0.131016043,0.104278075,0.13368984,0.077540107,0.165775401,0.181818182,0.085561497,0.06684492,0.06684492,0.032085561,0.00802139,0.013368984,0.021390374,0.005347594,0.005347594,0.013368984,0.016042781,0.021390374,0.021390374,0.016042781,0.016042781,0.034759358,0.00802139,0.032085561,0.048128342,0.072192513,0.064171123,0.082887701,0.120320856,0.128342246,0,0.021390374,0.010695187,0.002673797,0.013368984,0.018716578,0,0.016042781,0,0.002673797,0.00802139,0,0.002673797,0.010695187,0.002673797,0.029411765,0.013368984,0,0.053475936,0.026737968,0.00802139,0.021390374,0.048128342,0.010695187,0.040106952,0.013368984,0.00802139,0.010695187,0.018716578,0.07486631,0.029411765,0,0,0,0,0,0,0.002673797,0,0,0.002673797,0.002673797,0.005347594,0.010695187,0,0.005347594,0,0,0,0.002673797,0.005347594,0.018716578,0.013368984,0,0,0.002673797,0.010695187,0.098930481,0.032085561,0.005347594,0.085561497,0.013368984,0.053475936,0.002673797,0.021390374,0.034759358,0.010695187,0.002673797,0,0.00802139,0.018716578,0,0.002673797,0,0.002673797,0,0.00802139
NARCOTICS: POSS: CRACK,P2,0.120347395,0.131513648,0.135235732,0.156327543,0.150124069,0.151364764,0.155086849,0.029776675,0.016129032,0.003722084,0.004962779,0.00248139,0,0.004962779,0.004962779,0.011166253,0.023573201,0.040942928,0.070719603,0.048387097,0.058312655,0.068238213,0.042183623,0.035980149,0.032258065,0.071960298,0.110421836,0.080645161,0.104218362,0.081885856,0.052109181,0.006203474,0.003722084,0.011166253,0,0,0.001240695,0,0.023573201,0,0,0,0,0,0.001240695,0.00248139,0.001240695,0,0,0.003722084,0.006203474,0.00248139,0.007444169,0.111662531,0.001240695,0.101736973,0.17369727,0.045905707,0.014888337,0.066997519,0.007444169,0.004962779,0.004962779,0,0,0.004962779,0,0.00248139,0.006203474,0,0.008684864,0.001240695,0.012406948,0.023573201,0.022332506,0,0.022332506,0.00248139,0.00248139,0.048387097,0,0.011166253,0,0.027295285,0.003722084,0,0.006203474,0,0.00248139,0.00248139,0,0.018610422,0.001240695,0.001240695,0.001240695,0.003722084,0.016129032,0.034739454,0.032258065,0.012406948,0.001240695,0.042183623,0,0.014888337,0,0.00248139,0,0.00248139
NARCOTICS: POSS: HEROIN(WHITE),P2,0.13002611,0.167101828,0.149869452,0.137336815,0.154046997,0.13002611,0.131592689,0.012010444,0.005221932,0.00156658,0.000522193,0.001044386,0.000522193,0.004699739,0.01462141,0.018276762,0.027154047,0.068929504,0.09921671,0.078328982,0.075718016,0.046997389,0.045953003,0.068407311,0.052219321,0.080939948,0.109660574,0.067362924,0.05535248,0.043342037,0.021932115,0.00156658,0.000522193,0.001044386,0.000522193,0,0.000522193,0,0.006788512,0,0.000522193,0.001044386,0,0,0.000522193,0.003133159,0.000522193,0,0,0.005744125,0.002610966,0.001044386,0.003133159,0.154569191,0.003133159,0.12689295,0.196344648,0.114882507,0.018276762,0.114360313,0.007310705,0.002610966,0.002088773,0.001044386,0.001044386,0.009921671,0,0.002088773,0.008355091,0.001044386,0.005221932,0,0.006788512,0.004699739,0.01618799,0.003655352,0.004699739,0.000522193,0.00156658,0.022976501,0.002088773,0.001044386,0.000522193,0.006266319,0.000522193,0.000522193,0.002088773,0.000522193,0.00156658,0.001044386,0.00156658,0.019843342,0,0.00156658,0.000522193,0.000522193,0.008355091,0.033942559,0.020887728,0.010966057,0.003655352,0.010443864,0,0.006266319,0.002088773,0.003133159,0.000522193,0
NARCOTICS: POSS: PCP,P2,0.134615385,0.134615385,0.134615385,0.115384615,0.147435897,0.173076923,0.16025641,0.006410256,0.012820513,0.006410256,0.006410256,0,0,0.006410256,0,0,0.006410256,0.032051282,0.032051282,0.064102564,0.044871795,0.044871795,0.051282051,0.038461538,0.038461538,0.08974359,0.16025641,0.141025641,0.108974359,0.051282051,0.057692308,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0.532051282,0.064102564,0.057692308,0.012820513,0.192307692,0.032051282,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006410256,0,0.006410256,0,0,0.025641026,0,0,0,0,0,0.012820513,0,0,0,0.006410256,0,0,0,0,0,0
NARCOTICS: POSS: SYNTHETIC DRUGS,P2,0.095,0.115,0.17,0.19,0.14,0.155,0.135,0.04,0.025,0.005,0,0.005,0.005,0,0,0.005,0,0.045,0.04,0.015,0.055,0.04,0.035,0.05,0.05,0.07,0.115,0.115,0.08,0.145,0.06,0.015,0,0.015,0,0,0.005,0,0.01,0,0.005,0,0,0.005,0.015,0.01,0.015,0.005,0.005,0.015,0.015,0.015,0.015,0.055,0.005,0.09,0.045,0.035,0.005,0.055,0.01,0,0,0,0,0,0,0.02,0.005,0,0.01,0,0.01,0,0.05,0.005,0.035,0,0,0.04,0,0.015,0.01,0.02,0.01,0,0.01,0,0.015,0,0.015,0.01,0,0.015,0.005,0.005,0.02,0.07,0.055,0.03,0.005,0.045,0,0,0,0.005,0,0
NARCOTICS: POSSESSION OF DRUG EQUIPMENT,P2,0.095808383,0.149700599,0.173652695,0.155688623,0.149700599,0.131736527,0.143712575,0.02994012,0.023952096,0.011976048,0.011976048,0,0,0.011976048,0.023952096,0,0.041916168,0.035928144,0.107784431,0.047904192,0.041916168,0.023952096,0.053892216,0.017964072,0.047904192,0.083832335,0.083832335,0.083832335,0.05988024,0.089820359,0.065868263,0.023952096,0.017964072,0.035928144,0,0,0.011976048,0,0.05988024,0.005988024,0,0,0,0.005988024,0,0.005988024,0,0,0,0.011976048,0,0,0.011976048,0.05988024,0.005988024,0.19760479,0.065868263,0.02994012,0.023952096,0.017964072,0,0,0.023952096,0.011976048,0,0,0,0,0,0,0.011976048,0,0.011976048,0.011976048,0,0,0.017964072,0,0,0.017964072,0,0.017964072,0,0.023952096,0,0,0.017964072,0,0.005988024,0,0,0.011976048,0,0,0,0.005988024,0.05988024,0.035928144,0.02994012,0.035928144,0,0.02994012,0,0.023952096,0,0,0,0
NARCOTICS: SOLICIT NARCOTICS ON PUBLICWAY,P2,0.134615385,0.158653846,0.139423077,0.177884615,0.149038462,0.129807692,0.110576923,0.014423077,0.004807692,0,0,0,0,0.004807692,0.014423077,0.028846154,0.028846154,0.086538462,0.110576923,0.076923077,0.0625,0.0625,0.014423077,0.028846154,0.033653846,0.048076923,0.134615385,0.072115385,0.100961538,0.048076923,0.024038462,0,0,0.004807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0.004807692,0.004807692,0,0.153846154,0,0.283653846,0.163461538,0.168269231,0.004807692,0.134615385,0.004807692,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0.009615385,0,0,0.009615385,0,0,0.004807692,0,0.004807692,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0.004807692,0.009615385,0.009615385,0,0,0,0,0,0,0,0,0
OFFENSE INVOLVING CHILDREN: CHILD ABDUCTION,P2,0.25,0.108333333,0.116666667,0.116666667,0.125,0.141666667,0.141666667,0.025,0.008333333,0,0.008333333,0.008333333,0,0.025,0.008333333,0.041666667,0.066666667,0.091666667,0.058333333,0.058333333,0.016666667,0.05,0.091666667,0.1,0.041666667,0.058333333,0.091666667,0.05,0.033333333,0.033333333,0.033333333,0,0.008333333,0,0.008333333,0,0,0.008333333,0.016666667,0,0.008333333,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0.008333333,0.016666667,0.075,0.016666667,0,0.008333333,0.041666667,0,0,0.008333333,0,0.008333333,0.008333333,0,0.016666667,0.033333333,0,0.008333333,0.016666667,0.041666667,0.058333333,0.025,0.008333333,0.041666667,0.016666667,0,0.041666667,0,0.016666667,0.033333333,0.05,0,0.008333333,0,0,0.008333333,0.008333333,0,0.025,0,0.041666667,0,0.008333333,0.025,0.025,0.025,0.041666667,0.016666667,0.033333333,0,0.025,0.016666667,0.016666667,0,0.008333333
OFFENSE INVOLVING CHILDREN: CHILD ABUSE,P2,0.143279173,0.183161004,0.158050222,0.134416544,0.131462334,0.137370753,0.11225997,0.098966027,0.010339734,0.001477105,0.004431315,0.001477105,0.005908419,0.025110783,0.0605613,0.05760709,0.042836041,0.039881832,0.026587888,0.05760709,0.035450517,0.048744461,0.073855244,0.062038405,0.066469719,0.070901034,0.051698671,0.062038405,0.045790251,0.031019202,0.019202363,0.016248154,0.013293944,0.023633678,0.007385524,0,0.010339734,0.001477105,0.005908419,0,0.005908419,0.001477105,0.00295421,0.00295421,0.014771049,0.005908419,0.013293944,0.004431315,0.001477105,0.023633678,0.004431315,0.007385524,0.017725258,0.038404727,0.013293944,0.091580502,0.023633678,0.016248154,0.017725258,0.044313146,0.022156573,0.004431315,0,0.004431315,0.00295421,0.004431315,0.001477105,0,0.011816839,0.00295421,0.008862629,0.004431315,0.013293944,0.029542097,0.026587888,0.00295421,0.028064993,0,0.005908419,0.028064993,0.007385524,0.010339734,0.004431315,0.025110783,0.010339734,0.001477105,0.007385524,0,0.008862629,0.008862629,0.00295421,0.023633678,0,0.007385524,0.004431315,0.013293944,0.033973412,0.031019202,0.028064993,0.039881832,0.001477105,0.048744461,0.00295421,0.031019202,0.001477105,0.008862629,0,0.004431315
OFFENSE INVOLVING CHILDREN: ENDANGERING LIFE/HEALTH CHILD,P2,0.101818182,0.174545455,0.134545455,0.134545455,0.149090909,0.163636364,0.141818182,0.094545455,0.029090909,0.014545455,0.007272727,0.007272727,0.032727273,0.014545455,0.010909091,0.029090909,0.058181818,0.050909091,0.043636364,0.04,0.043636364,0.065454545,0.061818182,0.058181818,0.065454545,0.047272727,0.036363636,0.043636364,0.021818182,0.061818182,0.061818182,0.025454545,0.003636364,0.007272727,0.007272727,0,0.018181818,0,0.010909091,0,0.003636364,0.003636364,0,0.010909091,0.010909091,0.021818182,0.010909091,0.003636364,0,0.029090909,0.003636364,0,0.014545455,0.04,0,0.069090909,0.025454545,0.007272727,0.014545455,0.021818182,0.021818182,0.018181818,0.003636364,0.003636364,0,0.003636364,0,0,0.014545455,0.003636364,0.010909091,0.003636364,0.025454545,0.058181818,0.007272727,0.018181818,0.029090909,0.003636364,0.003636364,0.050909091,0.003636364,0.003636364,0.007272727,0.029090909,0.003636364,0.003636364,0,0.003636364,0.003636364,0.007272727,0,0.021818182,0,0.007272727,0.007272727,0.010909091,0.021818182,0.014545455,0.04,0.069090909,0.007272727,0.032727273,0,0.025454545,0,0.021818182,0.007272727,0.003636364
OFFENSE INVOLVING CHILDREN: OTHER OFFENSE,P2,0.183712121,0.081439394,0.085227273,0.085227273,0.077651515,0.297348485,0.189393939,0.007575758,0.003787879,0.005681818,0,0,0,0.001893939,0.005681818,0.039772727,0.066287879,0.081439394,0.056818182,0.051136364,0.035984848,0.049242424,0.064393939,0.096590909,0.096590909,0.134469697,0.09469697,0.064393939,0.018939394,0.015151515,0.009469697,0.009469697,0.028409091,0.011363636,0.005681818,0.001893939,0.005681818,0.005681818,0.015151515,0,0.007575758,0.005681818,0,0.005681818,0.005681818,0.018939394,0.009469697,0.013257576,0.003787879,0.034090909,0.003787879,0.005681818,0.026515152,0.045454545,0.005681818,0.028409091,0.005681818,0.017045455,0.03030303,0.013257576,0.005681818,0.009469697,0.007575758,0.009469697,0.001893939,0.003787879,0.005681818,0.020833333,0.020833333,0.005681818,0.003787879,0.007575758,0.017045455,0.020833333,0.028409091,0.001893939,0.022727273,0,0.013257576,0.020833333,0.011363636,0.009469697,0.024621212,0.003787879,0.001893939,0.003787879,0.015151515,0.003787879,0.015151515,0,0,0.022727273,0.011363636,0.022727273,0.009469697,0.015151515,0.037878788,0.018939394,0.003787879,0.03219697,0.009469697,0.053030303,0.017045455,0.03030303,0.013257576,0.015151515,0,0.001893939
OTHER OFFENSE: ANIMAL ABUSE/NEGLECT,P2,0.108108108,0.108108108,0.128378378,0.108108108,0.27027027,0.148648649,0.128378378,0.02027027,0.006756757,0,0.02027027,0.013513514,0.006756757,0.02027027,0,0.054054054,0.033783784,0.108108108,0.114864865,0.054054054,0.054054054,0.081081081,0.074324324,0.067567568,0.094594595,0.033783784,0.054054054,0.027027027,0.02027027,0.02027027,0.02027027,0.02027027,0.013513514,0.013513514,0.013513514,0,0.013513514,0,0.013513514,0,0,0,0.006756757,0,0.013513514,0.033783784,0.02027027,0,0,0.027027027,0.006756757,0.006756757,0.006756757,0.047297297,0.013513514,0.087837838,0.013513514,0.054054054,0.013513514,0.033783784,0.054054054,0.006756757,0.006756757,0,0.006756757,0,0,0.006756757,0,0,0.006756757,0,0.013513514,0.006756757,0.02027027,0,0.006756757,0,0,0.060810811,0,0,0,0.027027027,0,0,0.013513514,0,0,0.02027027,0.006756757,0.047297297,0.006756757,0,0.013513514,0.006756757,0.047297297,0.047297297,0.02027027,0.033783784,0,0.013513514,0.006756757,0.006756757,0,0,0.006756757,0.006756757
OTHER OFFENSE: FALSE/STOLEN/ALTERED TRP,P2,0.112359551,0.141853933,0.137640449,0.155898876,0.154494382,0.150280899,0.14747191,0.046348315,0.037921348,0.028089888,0.021067416,0.002808989,0.005617978,0.007022472,0.018258427,0.03511236,0.040730337,0.061797753,0.047752809,0.053370787,0.023876404,0.025280899,0.039325843,0.070224719,0.077247191,0.082865169,0.077247191,0.068820225,0.04494382,0.030898876,0.053370787,0.009831461,0.005617978,0.002808989,0,0.001404494,0.001404494,0.001404494,0.001404494,0,0,0,0.001404494,0,0.002808989,0.005617978,0.011235955,0.007022472,0.002808989,0.053370787,0.012640449,0.007022472,0.004213483,0.019662921,0.004213483,0.060393258,0.02247191,0.018258427,0.001404494,0.03511236,0.040730337,0.001404494,0.002808989,0,0,0.005617978,0,0.002808989,0.005617978,0.001404494,0.015449438,0.002808989,0.028089888,0.047752809,0.026685393,0.005617978,0.039325843,0.002808989,0.007022472,0.068820225,0.012640449,0.014044944,0.007022472,0.056179775,0.001404494,0,0.002808989,0.001404494,0.004213483,0,0,0.021067416,0.001404494,0.008426966,0.004213483,0.007022472,0.019662921,0.043539326,0.056179775,0.049157303,0.001404494,0.058988764,0.001404494,0.014044944,0.001404494,0.009831461,0,0.004213483
OTHER OFFENSE: GUN OFFENDER: ANNUAL REGISTRATION,P2,0.143884892,0.172661871,0.18705036,0.129496403,0.107913669,0.129496403,0.129496403,0.057553957,0.021582734,0.021582734,0,0.007194245,0,0,0.007194245,0.007194245,0.021582734,0.043165468,0.100719424,0.035971223,0.079136691,0.107913669,0.021582734,0.043165468,0.043165468,0.035971223,0.122302158,0.057553957,0.09352518,0.057553957,0.014388489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007194245,0,0,0,0,0,0.007194245,0.021582734,0,0.043165468,0.007194245,0.028776978,0,0.014388489,0,0,0,0.007194245,0,0,0,0.007194245,0,0.007194245,0.014388489,0.007194245,0.043165468,0.028776978,0.107913669,0.014388489,0.057553957,0,0,0.071942446,0,0.057553957,0,0.057553957,0.007194245,0,0,0,0,0,0,0.028776978,0,0,0,0,0.021582734,0.079136691,0.086330935,0.09352518,0,0.028776978,0,0.014388489,0,0.028776978,0,0
OTHER OFFENSE: GUN OFFENDER: DUTY TO REGISTER,P2,0.048076923,0.240384615,0.192307692,0.144230769,0.115384615,0.144230769,0.115384615,0.028846154,0.019230769,0.009615385,0,0,0,0,0,0,0.009615385,0.115384615,0.125,0.086538462,0.048076923,0.096153846,0.067307692,0.019230769,0.009615385,0.067307692,0.009615385,0.038461538,0.115384615,0.076923077,0.057692308,0,0.009615385,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0.019230769,0,0,0,0,0.067307692,0,0.009615385,0.038461538,0.057692308,0,0.009615385,0,0,0,0.019230769,0,0.009615385,0.009615385,0.009615385,0.048076923,0,0.038461538,0.028846154,0.076923077,0,0.009615385,0.009615385,0,0.125,0.009615385,0,0,0.028846154,0.009615385,0,0,0,0.009615385,0,0,0.009615385,0,0,0,0,0.019230769,0.048076923,0.076923077,0.067307692,0,0.048076923,0,0.028846154,0,0.028846154,0,0
OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS,P2,0.131736527,0.150128315,0.150983747,0.144995723,0.147134303,0.142857143,0.132164243,0.038922156,0.02566296,0.016680924,0.009837468,0.009409752,0.009837468,0.017536356,0.031223268,0.047476476,0.069717707,0.068006843,0.060735672,0.079127459,0.056030796,0.048331908,0.05560308,0.0427716,0.049615056,0.04491018,0.050042772,0.046193328,0.046193328,0.047476476,0.028656972,0.016680924,0.013686912,0.011120616,0.014114628,0.003421728,0.020530368,0.00855432,0.025235244,0.001283148,0.011976048,0.007698888,0.003421728,0.001283148,0.01283148,0.023096664,0.020530368,0.014542344,0.003421728,0.022241232,0.007698888,0.010265184,0.020958084,0.030795552,0.021813516,0.058169376,0.014542344,0.022241232,0.0320787,0.02566296,0.020530368,0.015825492,0.017964072,0.007271172,0.002566296,0.009837468,0.003421728,0.000855432,0.0106929,0.006843456,0.00855432,0.00641574,0.012403764,0.035928144,0.013686912,0.006843456,0.017536356,0.001283148,0.00427716,0.016680924,0.00641574,0.009409752,0.007698888,0.012403764,0.00427716,0.003849444,0.007271172,0.00427716,0.00855432,0.004704876,0.008982036,0.01497006,0.002566296,0.007698888,0.008982036,0.00855432,0.0213858,0.014114628,0.0213858,0.022668948,0.012403764,0.0320787,0.00855432,0.014114628,0.005988024,0.0106929,0.00213858,0.014542344
OTHER OFFENSE: HARASSMENT BY TELEPHONE,P2,0.141338583,0.164173228,0.156692913,0.134645669,0.130314961,0.143307087,0.129527559,0.054330709,0.020472441,0.014566929,0.016929134,0.011417323,0.012204724,0.016141732,0.033070866,0.053149606,0.083070866,0.076771654,0.053543307,0.075590551,0.052755906,0.052755906,0.056299213,0.051181102,0.048425197,0.042519685,0.039370079,0.042913386,0.036220472,0.027559055,0.028740157,0.013385827,0.017322835,0.016535433,0.009055118,0.007086614,0.018503937,0.012598425,0.02519685,0.004724409,0.009448819,0.005511811,0.001968504,0.003149606,0.007874016,0.020472441,0.011417323,0.009448819,0.004330709,0.020866142,0.009055118,0.006299213,0.019291339,0.033070866,0.021259843,0.05984252,0.013779528,0.012992126,0.031889764,0.017716535,0.015748031,0.01023622,0.021653543,0.007086614,0.001181102,0.007874016,0.003149606,0.001574803,0.014566929,0.008267717,0.012992126,0.008267717,0.012598425,0.037007874,0.024409449,0.006299213,0.022834646,0.001968504,0.009055118,0.02480315,0.008267717,0.006692913,0.003937008,0.014566929,0.005511811,0.003543307,0.008267717,0.003543307,0.009448819,0.005511811,0.007086614,0.016141732,0.006299213,0.007480315,0.005905512,0.009055118,0.02007874,0.016929134,0.019291339,0.024015748,0.014173228,0.033858268,0.004724409,0.017716535,0.003543307,0.009448819,0.011023622,0.008267717
OTHER OFFENSE: LICENSE VIOLATION,P2,0.070663812,0.072805139,0.177730193,0.207708779,0.194860814,0.156316916,0.119914347,0.010706638,0.019271949,0.017130621,0.004282655,0,0,0,0.002141328,0.014989293,0.021413276,0.094218415,0.113490364,0.111349036,0.079229122,0.03640257,0.051391863,0.038543897,0.025695931,0.068522484,0.100642398,0.100642398,0.034261242,0.034261242,0.021413276,0.004282655,0.00856531,0.012847966,0.002141328,0.002141328,0.012847966,0.004282655,0.012847966,0,0.002141328,0,0.002141328,0,0.002141328,0.004282655,0.006423983,0.002141328,0,0.019271949,0.002141328,0,0.004282655,0.042826552,0.010706638,0.233404711,0.051391863,0.051391863,0.00856531,0.128479657,0.004282655,0,0,0.004282655,0.004282655,0.004282655,0,0,0.004282655,0,0.004282655,0,0.012847966,0.034261242,0.042826552,0.006423983,0.006423983,0,0.004282655,0.002141328,0.002141328,0,0,0.014989293,0,0,0.002141328,0,0.00856531,0,0.012847966,0.00856531,0,0.00856531,0.004282655,0.004282655,0.012847966,0.04496788,0.023554604,0.029978587,0,0.042826552,0,0.004282655,0,0.004282655,0.002141328,0.002141328
OTHER OFFENSE: OTHER CRIME AGAINST PERSON,P2,0.132013201,0.181518152,0.128712871,0.158415842,0.165016502,0.125412541,0.108910891,0.02640264,0.01650165,0.02640264,0.00660066,0.00990099,0.01320132,0.01650165,0.02640264,0.04620462,0.03630363,0.069306931,0.04290429,0.056105611,0.066006601,0.079207921,0.095709571,0.052805281,0.059405941,0.03960396,0.059405941,0.03960396,0.03960396,0.03630363,0.03960396,0.03960396,0.02310231,0.00660066,0.01980198,0,0.00330033,0.01650165,0.02640264,0,0.00990099,0.00660066,0,0.01320132,0.01320132,0.00330033,0.01320132,0.00330033,0,0.02310231,0.00660066,0.00990099,0.01320132,0.01320132,0.01980198,0.02640264,0.01980198,0.01650165,0.03630363,0.04290429,0.01980198,0.01320132,0.02970297,0.00660066,0,0.01980198,0,0.00330033,0.01650165,0.00330033,0.01320132,0.00660066,0.01980198,0.02310231,0.01980198,0.00660066,0.02310231,0.00330033,0.00660066,0.04290429,0,0.00660066,0.00990099,0.01320132,0.00990099,0,0.00330033,0.00330033,0.00660066,0.00660066,0.00330033,0.01650165,0.00990099,0.00660066,0.00990099,0,0.03630363,0.03630363,0.02310231,0.0330033,0.01320132,0.01980198,0.00330033,0.00660066,0.00330033,0.00660066,0.00330033,0.00660066
OTHER OFFENSE: OTHER CRIME INVOLVING PROPERTY,P2,0.119402985,0.174129353,0.134328358,0.094527363,0.164179104,0.119402985,0.194029851,0.039800995,0.024875622,0.024875622,0.004975124,0.014925373,0.019900498,0.014925373,0.024875622,0.054726368,0.084577114,0.054726368,0.064676617,0.089552239,0.044776119,0.029850746,0.034825871,0.044776119,0.064676617,0.089552239,0.039800995,0.039800995,0.039800995,0.029850746,0.024875622,0.019900498,0.004975124,0.004975124,0,0.004975124,0.009950249,0.014925373,0.014925373,0.014925373,0.009950249,0.009950249,0.004975124,0.009950249,0.014925373,0.019900498,0.014925373,0.009950249,0.004975124,0,0,0.009950249,0,0.014925373,0.029850746,0.07960199,0.014925373,0.029850746,0.024875622,0.029850746,0.019900498,0.004975124,0.029850746,0.014925373,0,0.014925373,0,0,0.014925373,0,0.004975124,0.014925373,0.014925373,0.024875622,0,0,0.024875622,0,0.014925373,0.019900498,0.004975124,0,0.014925373,0.014925373,0,0,0.009950249,0.009950249,0.014925373,0,0,0.019900498,0.014925373,0,0.009950249,0.004975124,0.029850746,0.014925373,0.009950249,0.034825871,0,0.044776119,0.009950249,0.019900498,0.004975124,0.014925373,0.044776119,0.009950249
OTHER OFFENSE: OTHER VEHICLE OFFENSE,P2,0.150420168,0.129411765,0.120168067,0.136134454,0.14789916,0.167226891,0.148739496,0.052941176,0.029411765,0.031092437,0.026890756,0.019327731,0.013445378,0.015966387,0.032773109,0.035294118,0.051260504,0.040336134,0.037815126,0.049579832,0.037815126,0.042857143,0.052941176,0.056302521,0.048739496,0.056302521,0.059663866,0.048739496,0.046218487,0.056302521,0.057983193,0.010084034,0.013445378,0.003361345,0.001680672,0.001680672,0.007563025,0.004201681,0.013445378,0.000840336,0.002521008,0.001680672,0.003361345,0.000840336,0.005882353,0.006722689,0.01092437,0.006722689,0.002521008,0.021008403,0.007563025,0.005882353,0.002521008,0.029411765,0.008403361,0.107563025,0.01512605,0.021008403,0.024369748,0.057142857,0.028571429,0.009243697,0.006722689,0.003361345,0,0.010084034,0.005042017,0.005882353,0.01092437,0.005042017,0.01512605,0.006722689,0.021848739,0.05210084,0.025210084,0.005882353,0.023529412,0.001680672,0.005042017,0.027731092,0.010084034,0.009243697,0.004201681,0.024369748,0.009243697,0.000840336,0.01092437,0.005882353,0.004201681,0.000840336,0.003361345,0.020168067,0.003361345,0.006722689,0.003361345,0.008403361,0.014285714,0.029411765,0.030252101,0.03697479,0.008403361,0.042016807,0.004201681,0.025210084,0.004201681,0.008403361,0.001680672,0.002521008
